Ball,Ball Number,Bowler,Batsman,Runs,Description,match_id,is_extra,runs_for_total,total_runs,over,ball_in_over,balls_bowled,overs_bowled,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,is_wicket,wickets_fallen,wickets_in_hand,cleaned_description,predicted_ball_type
90,14.2,Santner,Rohit Sharma,4.0,Marginally short but Rohit is so quick in picking lengths. Hops back in an instant and pulls in the gap between deep midwicket and long-on,1,False,4.0,85.0,14,2,90,14.333333333333334,5.930232558139535,50,252,167.0,35.666666666666664,4.682242990654206,False,0,10,marginally short rohit quick picking length hop back instant pull gap deep midwicket longon,Good ball
91,14.3,Santner,Rohit Sharma,1.0,Hangs this at 78kph on off as he slashes this past point for a run,1,False,1.0,86.0,14,3,91,14.5,5.931034482758621,50,252,166.0,35.5,4.676056338028169,False,0,10,hang 78kph slash past point run,Good ball
92,14.4,Santner,Gill,1.0,"Tossed up on off, he drives to long-off with ease",1,False,1.0,87.0,14,4,92,14.666666666666666,5.931818181818182,50,252,165.0,35.333333333333336,4.669811320754716,False,0,10,tossed drive longoff ease,Good ball
93,14.5,Santner,Rohit Sharma,1.0,"Flatter at 92kph outside off, he prods forward and drives to deep cover",1,False,1.0,88.0,14,5,93,14.833333333333334,5.932584269662921,50,252,164.0,35.166666666666664,4.66350710900474,False,0,10,flatter 92kph outside prod forward drive deep cover,Good ball
94,14.6,Santner,Gill,0.0,"Angled in on a length on leg stump, he works this to midwicket.",1,False,0.0,88.0,14,6,94,15.0,5.866666666666666,50,252,164.0,35.0,4.685714285714286,False,0,10,angled length leg stump work midwicket,Good ball
95,15.1,Ravindra,Rohit Sharma,1.0,"Floated just around off stump, he flicks this aerially but wide of short midwicket for a run down to long-on",1,False,1.0,89.0,15,1,95,15.166666666666666,5.868131868131869,50,252,163.0,34.833333333333336,4.679425837320574,False,0,10,floated around stump flick aerially wide short midwicket run longon,Full ball
96,15.2,Ravindra,Gill,0.0,"Pushed quicker on off stump, he defends back to the bowler",1,False,0.0,89.0,15,2,96,15.333333333333334,5.804347826086956,50,252,163.0,34.666666666666664,4.7019230769230775,False,0,10,pushed quicker stump defends back bowler,Good ball
97,15.3,Ravindra,Gill,0.0,"Angles the length ball on middle and leg, he clips this to short midwicket",1,False,0.0,89.0,15,3,97,15.5,5.741935483870968,50,252,163.0,34.5,4.72463768115942,False,0,10,angle length ball middle leg clip short midwicket,Good ball
98,15.4,Ravindra,Gill,1.0,"Dragged down outside off stump, he shovels this to deep square leg",1,False,1.0,90.0,15,4,98,15.666666666666666,5.74468085106383,50,252,162.0,34.333333333333336,4.718446601941747,False,0,10,dragged outside stump shovel deep square leg,Full ball
99,15.5,Ravindra,Rohit Sharma,1.0,"Shortish in length again on leg stump, he hops back and pulls to deep square leg's left for a run",1,False,1.0,91.0,15,5,99,15.833333333333334,5.747368421052632,50,252,161.0,34.166666666666664,4.71219512195122,False,0,10,shortish length leg stump hop back pull deep square leg left run,Full ball
100,15.6,Ravindra,Gill,1.0,"Fuller on middle stump, he drives firmly to wide long-off",1,False,1.0,92.0,15,6,100,16.0,5.75,50,252,160.0,34.0,4.705882352941177,False,0,10,fuller middle stump drive firmly wide longoff,Good ball
101,16.1,Santner,Gill,0.0,Hint of turn away from Gill outside off. He pushes to cover with an angled bat,1,False,0.0,92.0,16,1,101,16.166666666666668,5.690721649484535,50,252,160.0,33.83333333333333,4.729064039408867,False,0,10,hint turn away gill outside push cover angled bat,Good ball
102,16.2,Santner,Gill,1.0,"On the bounce to long-off. Was angled in on the stumps, he chips this to the fielder. Think he was in control, there",1,False,1.0,93.0,16,2,102,16.333333333333332,5.6938775510204085,50,252,159.0,33.66666666666667,4.7227722772277225,False,0,10,bounce longoff angled stump chip fielder think control,Good ball
103,16.3,Santner,Rohit Sharma,0.0,"Angles the length ball around off stump, Rohit gets forward and defends",1,False,0.0,93.0,16,3,103,16.5,5.636363636363637,50,252,159.0,33.5,4.746268656716418,False,0,10,angle length ball around stump rohit get forward defends,Good ball
104,16.4,Santner,Rohit Sharma,0.0,Arm ball at 91.6kph on off. Rohit brings his bat down in time and pushes back towards the bowler,1,False,0.0,93.0,16,4,104,16.666666666666668,5.579999999999999,50,252,159.0,33.33333333333333,4.7700000000000005,False,0,10,arm ball 916kph rohit brings bat time push back towards bowler,Good ball
105,16.5,Santner,Rohit Sharma,1.0,Floated on leg stump rather just outside as Rohit gets outside the line and eases to long-on,1,False,1.0,94.0,16,5,105,16.833333333333332,5.584158415841585,50,252,158.0,33.16666666666667,4.763819095477387,False,0,10,floated leg stump rather outside rohit get outside line eas longon,Good ball
106,16.6,Santner,Gill,1.0,"Darts the length ball on the stumps, he gets across and punches back to the bowler, who misfields and concedes a run.The 100 is up as well for India in 17 overs.",1,False,1.0,95.0,16,6,106,17.0,5.588235294117647,50,252,157.0,33.0,4.757575757575758,False,0,10,dart length ball stump get across punch back bowler misfields concedes runthe 100 well india 17 over,Good ball
107,17.1,Ravindra,Gill,0.0,"Flatter length ball just outside off, he chops this down to point",1,False,0.0,95.0,17,1,107,17.166666666666668,5.533980582524271,50,252,157.0,32.83333333333333,4.781725888324874,False,0,10,flatter length ball outside chop point,Good ball
108,17.2,Ravindra,Gill,1.0,"Fired in on middle and leg, he works this behind square for a run",1,False,1.0,96.0,17,2,108,17.333333333333332,5.538461538461539,50,252,156.0,32.66666666666667,4.775510204081632,False,0,10,fired middle leg work behind square run,Full ball
109,17.3,Ravindra,Rohit Sharma,1.0,Gently floated on off stump at 85.5kph as Rohit pushes to long-off for a run,1,False,1.0,97.0,17,3,109,17.5,5.542857142857143,50,252,155.0,32.5,4.769230769230769,False,0,10,gently floated stump 855kph rohit push longoff run,Good ball
110,17.4,Ravindra,Gill,0.0,"Much quicker at 92kph on off stump, he bunts this to the left of Rachin who makes a sprawling dive and intercepts",1,False,0.0,97.0,17,4,110,17.666666666666668,5.4905660377358485,50,252,155.0,32.33333333333333,4.793814432989692,False,0,10,much quicker 92kph stump bunt left rachin make sprawling dive intercept,Full ball
111,17.5,Ravindra,Gill,1.0,"Floated outside off, he charges down and slams this down the ground. O'Rourke hares across to his left and saves three",1,False,1.0,98.0,17,5,111,17.833333333333332,5.4953271028037385,50,252,154.0,32.16666666666667,4.7875647668393775,False,0,10,floated outside charge slam ground orourke hare across left save three,Good ball
112,17.6,Ravindra,Rohit Sharma,0.0,"Tossed up outside off, he opens the face of the bat a touch and guides to point. That will be drinks with India cruising.",1,False,0.0,98.0,17,6,112,18.0,5.444444444444445,50,252,154.0,32.0,4.8125,False,0,10,tossed outside open face bat touch guide point drink india cruising,Good ball
113,18.1,Santner,Gill,2.0,"Stifle short on off stump, he stays back and pulls to the right of deep backward square leg for a couple of runs",1,False,2.0,100.0,18,1,113,18.166666666666668,5.504587155963303,50,252,152.0,31.83333333333333,4.774869109947645,False,0,10,stifle short stump stay back pull right deep backward square leg couple run,Full ball
114,18.2,Santner,Gill,0.0,"Hint of turn on middle, he prods half-forward and blocks",1,False,0.0,100.0,18,2,114,18.33333333333333,5.454545454545455,50,252,152.0,31.666666666666668,4.8,False,0,10,hint turn middle prod halfforward block,Good ball
115,18.3,Santner,Gill,0.0,"Tossed up on off, he drives firmly to GP at extra cover",1,False,0.0,100.0,18,3,115,18.5,5.405405405405405,50,252,152.0,31.5,4.825396825396825,False,0,10,tossed drive firmly gp extra cover,Good ball
116,18.4,Santner,Gill,-1.0,"Has anyone seen Superman and Phillips in the same room? I doubt it.He has just caught another blinder. And this one really is an absolute blinder. Floated outside off, he looks to go up and over GP at short extra cover. That was a boundary if anyone else was there. Not when GP is there. He leaps, flicks out his right hand and hangs on to a stunner. Flashes a big smile right after.",1,False,-1.0,99.0,18,4,116,18.666666666666668,5.303571428571428,50,252,153.0,31.33333333333333,4.882978723404255,True,1,9,anyone seen superman phillips room doubt ithe caught another blinder one really absolute blinder floated outside look go gp short extra cover boundary anyone else gp leap flick right hand hang stunner flash big smile right,Good ball
117,18.5,Santner,Kohli,1.0,"Tossed up on middle and leg, he works this past square leg to get off the mark",1,False,1.0,100.0,18,5,117,18.83333333333333,5.3097345132743365,50,252,152.0,31.166666666666668,4.877005347593583,False,1,9,tossed middle leg work past square leg get mark,Full ball
118,18.6,Santner,Rohit Sharma,0.0,"Tossed up outside off, he shoulders arms",1,False,0.0,100.0,18,6,118,19.0,5.2631578947368425,50,252,152.0,31.0,4.903225806451613,False,1,9,tossed outside shoulder arm,Good ball
119,19.1,Michael Bracewell,Kohli,-1.0,"He's rapped on the pad first ball and the umpire is given it out.Oh, wow, that's a big decision. Will Kohli review?He has to, almost and he does.Tossed up outside off turning back into Kohli who misses the flick and is caught in front. That looks plumb on first viewing. What does the tracker say?Struck in line - yes. Going onto hit the stumps - Oh, yes!Bracewell is pumped up and NZ suddenly have an opening",1,False,-1.0,99.0,19,1,119,19.166666666666668,5.165217391304347,50,252,153.0,30.83333333333333,4.962162162162162,True,2,8,he rapped pad first ball umpire given outoh wow thats big decision kohli reviewhe almost doestossed outside turning back kohli miss flick caught front look plumb first viewing tracker saystruck line yes going onto hit stump oh yesbracewell pumped nz suddenly opening,Good ball
120,19.2,Michael Bracewell,Shreyas Iyer,0.0,"Slower good length ball on off, he works this to short midwicket",1,False,0.0,99.0,19,2,120,19.33333333333333,5.120689655172414,50,252,153.0,30.666666666666668,4.989130434782608,False,2,8,slower good length ball work short midwicket,Good ball
121,19.3,Michael Bracewell,Shreyas Iyer,1.0,"On a length outside off, he eases to long-on",1,False,1.0,100.0,19,3,121,19.5,5.128205128205129,50,252,152.0,30.5,4.983606557377049,False,2,8,length outside eas longon,Good ball
122,19.4,Michael Bracewell,Rohit Sharma,0.0,"Tossed up on off, worked to square leg",1,False,0.0,100.0,19,4,122,19.666666666666668,5.084745762711864,50,252,152.0,30.33333333333333,5.010989010989011,False,2,8,tossed worked square leg,Full ball
123,19.5,Michael Bracewell,Rohit Sharma,1.0,"Floated just outside off, he eases to long-on",1,False,1.0,101.0,19,5,123,19.83333333333333,5.0924369747899165,50,252,151.0,30.166666666666668,5.0055248618784525,False,2,8,floated outside eas longon,Good ball
124,19.6,Michael Bracewell,Shreyas Iyer,0.0,"Tossed up length ball turning into middle and leg, he ticks this to square leg",1,False,0.0,101.0,19,6,124,20.0,5.05,50,252,151.0,30.0,5.033333333333333,False,2,8,tossed length ball turning middle leg tick square leg,Full ball
125,20.1,Santner,Rohit Sharma,0.0,"Length on fourth, punched while on the back foot to cover",1,False,0.0,101.0,20,1,125,20.166666666666668,5.008264462809917,50,252,151.0,29.83333333333333,5.061452513966481,False,2,8,length fourth punched back foot cover,Good ball
126,20.2,Santner,Rohit Sharma,0.0,"Full on middle and leg, 81ks, defended to the bowler. More a round-arm ball",1,False,0.0,101.0,20,2,126,20.33333333333333,4.967213114754099,50,252,151.0,29.666666666666668,5.089887640449438,False,2,8,full middle leg 81ks defended bowler roundarm ball,Good ball
127,20.3,Santner,Rohit Sharma,1.0,"Full on middle and leg, flicked to long-on. Pace very slow",1,False,1.0,102.0,20,3,127,20.5,4.975609756097561,50,252,150.0,29.5,5.084745762711864,False,2,8,full middle leg flicked longon pace slow,Full ball
128,20.4,Santner,Shreyas Iyer,4.0,"Shreyas needs no sighters, the ball sat up off a length and he twirl-pulled way over midwicket. No one in the deep. Back foot was in the crease, the front foot slid back too",1,False,4.0,106.0,20,4,128,20.666666666666668,5.129032258064516,50,252,146.0,29.33333333333333,4.977272727272728,False,2,8,shreyas need sighters ball sat length twirlpulled way midwicket one deep back foot crease front foot slid back,Good ball
129,20.5,Santner,Shreyas Iyer,0.0,"Darter this time by Santner, on a length and angled towards top of leg. Beats him on the flick",1,False,0.0,106.0,20,5,129,20.83333333333333,5.088,50,252,146.0,29.166666666666668,5.005714285714285,False,2,8,darter time santner length angled towards top leg beat flick,Good ball
130,20.6,Santner,Shreyas Iyer,0.0,"Full around off, defended to point, who's close in",1,False,0.0,106.0,20,6,130,21.0,5.047619047619048,50,252,146.0,29.0,5.0344827586206895,False,2,8,full around defended point who close,Good ball
131,21.1,Michael Bracewell,Rohit Sharma,0.0,"Length on fourth, worked off the back foot to midwicket",1,False,0.0,106.0,21,1,131,21.166666666666668,5.007874015748032,50,252,146.0,28.83333333333333,5.063583815028902,False,2,8,length fourth worked back foot midwicket,Good ball
132,21.2,Michael Bracewell,Rohit Sharma,1.0,"Another flick beaten, pad hit, but height might've been the issue here. Given runs, is it? Was a length ball that drifted away to land in line with fifth and finished around top of off after beating the inside edge",1,False,1.0,107.0,21,2,132,21.33333333333333,5.015625,50,252,145.0,28.666666666666668,5.058139534883721,False,2,8,another flick beaten pad hit height mightve issue given run length ball drifted away land line fifth finished around top beating inside edge,Good ball
133,21.3,Michael Bracewell,Shreyas Iyer,0.0,"Full around off, worked back to the bowler",1,False,0.0,107.0,21,3,133,21.5,4.976744186046512,50,252,145.0,28.5,5.087719298245614,False,2,8,full around worked back bowler,Good ball
134,21.4,Michael Bracewell,Shreyas Iyer,0.0,"Fullish on off, Shreyas goes back and works it to the leg side",1,False,0.0,107.0,21,4,134,21.666666666666668,4.938461538461538,50,252,145.0,28.33333333333333,5.11764705882353,False,2,8,fullish shreyas go back work leg side,Full ball
135,21.5,Michael Bracewell,Shreyas Iyer,1.0,"Tight single to point's left. Shreyas the caller there, Rohit was a touch hesitant but charged through. Was a full ball around off that was defended",1,False,1.0,108.0,21,5,135,21.83333333333333,4.946564885496184,50,252,144.0,28.166666666666668,5.112426035502958,False,2,8,tight single point left shreyas caller rohit touch hesitant charged full ball around defended,Full ball
136,21.6,Michael Bracewell,Rohit Sharma,0.0,"Fullish on off, flicked to the leg side.",1,False,0.0,108.0,21,6,136,22.0,4.909090909090909,50,252,144.0,28.0,5.142857142857143,False,2,8,fullish flicked leg side,Full ball
137,22.1,Ravindra,Shreyas Iyer,0.0,Shreyas' weight is on the front foot and that yorks him. He manages to punch the ball back to the bowler,1,False,0.0,108.0,22,1,137,22.166666666666668,4.87218045112782,50,252,144.0,27.83333333333333,5.173652694610778,False,2,8,shreyas weight front foot york manages punch ball back bowler,Good ball
138,22.2,Ravindra,Shreyas Iyer,1.0,"Full outside off, 88ks, punched to sweeper cover",1,False,1.0,109.0,22,2,138,22.33333333333333,4.880597014925374,50,252,143.0,27.666666666666668,5.16867469879518,False,2,8,full outside 88ks punched sweeper cover,Good ball
139,22.3,Ravindra,Rohit Sharma,1.0,"Full on middle, 89ks, punched to long-off",1,False,1.0,110.0,22,3,139,22.5,4.888888888888889,50,252,142.0,27.5,5.163636363636364,False,2,8,full middle 89ks punched longoff,Good ball
140,22.4,Ravindra,Shreyas Iyer,0.0,"Full on middle and leg, backs away and drives to cover",1,False,0.0,110.0,22,4,140,22.666666666666668,4.852941176470588,50,252,142.0,27.33333333333333,5.195121951219512,False,2,8,full middle leg back away drive cover,Good ball
141,22.5,Ravindra,Shreyas Iyer,0.0,"Full on leg, worked back to the bowler",1,False,0.0,110.0,22,5,141,22.83333333333333,4.817518248175182,50,252,142.0,27.166666666666668,5.226993865030675,False,2,8,full leg worked back bowler,Full ball
142,22.6,Ravindra,Shreyas Iyer,0.0,"Full on middle and leg, clipped through midwicket. 98ks",1,False,0.0,110.0,22,6,142,23.0,4.782608695652174,50,252,142.0,27.0,5.25925925925926,False,2,8,full middle leg clipped midwicket 98ks,Full ball
143,23.1,Michael Bracewell,Rohit Sharma,1.0,"Rohit dances down, turns the length ball into a full one and flicks it to long-on. 84ks",1,False,1.0,111.0,23,1,143,23.166666666666668,4.79136690647482,50,252,141.0,26.83333333333333,5.254658385093168,False,2,8,rohit dance turn length ball full one flick longon 84ks,Good ball
144,23.2,Michael Bracewell,Shreyas Iyer,1.0,"Length down leg, Shreyas is moving about in the crease a lot. He finishes square on and reaches down leg for the flick, gets it to deep square leg",1,False,1.0,112.0,23,2,144,23.33333333333333,4.8,50,252,140.0,26.666666666666668,5.25,False,2,8,length leg shreyas moving crease lot finish square reach leg flick get deep square leg,Full ball
145,23.3,Michael Bracewell,Rohit Sharma,0.0,"Length on leg, beats the flick and hits top of pad. Ball goes where short leg woulda been",1,False,0.0,112.0,23,3,145,23.5,4.76595744680851,50,252,140.0,26.5,5.283018867924528,False,2,8,length leg beat flick hit top pad ball go short leg woulda,Good ball
146,23.4,Michael Bracewell,Rohit Sharma,2.0,Gentle lap sweep. Rohit got into position early and had to delay his shot a bit but got the full ball on the stumps real fine. Stopped in the deep,1,False,2.0,114.0,23,4,146,23.666666666666668,4.816901408450704,50,252,138.0,26.33333333333333,5.2405063291139244,False,2,8,gentle lap sweep rohit got position early delay shot bit got full ball stump real fine stopped deep,Good ball
147,23.5,Michael Bracewell,Rohit Sharma,0.0,Works it off the front foot to mid-on,1,False,0.0,114.0,23,5,147,23.83333333333333,4.783216783216783,50,252,138.0,26.166666666666668,5.273885350318471,False,2,8,work front foot midon,Good ball
148,23.6,Michael Bracewell,Rohit Sharma,0.0,"Driven off the bottom of the bat, skewed wide to the left of the bowler. He leaps low but can't get hands on the hovering ball. It goes to mid-off",1,False,0.0,114.0,23,6,148,24.0,4.75,50,252,138.0,26.0,5.307692307692308,False,2,8,driven bottom bat skewed wide left bowler leap low cant get hand hovering ball go midoff,Good ball
149,24.1,Ravindra,Shreyas Iyer,1.0,Goes back and punches it to long-off,1,False,1.0,115.0,24,1,149,24.166666666666668,4.758620689655173,50,252,137.0,25.83333333333333,5.303225806451613,False,2,8,go back punch longoff,Good ball
150,24.2,Ravindra,Rohit Sharma,0.0,Punched off the back foot to the bowler,1,False,0.0,115.0,24,2,150,24.33333333333333,4.726027397260274,50,252,137.0,25.666666666666668,5.337662337662337,False,2,8,punched back foot bowler,Good ball
151,24.3,Ravindra,Rohit Sharma,0.0,"Length on off, 95ks, Rohit slides his front leg to the leg side and drives to the bowler",1,False,0.0,115.0,24,3,151,24.5,4.6938775510204085,50,252,137.0,25.5,5.372549019607843,False,2,8,length 95ks rohit slide front leg leg side drive bowler,Good ball
152,24.4,Ravindra,Rohit Sharma,0.0,"Ooh, Rohit was in trouble there. Lbw and caught midwicket were in play. He tried to sweep the full ball well in front of the body, was too early on it. The bottom hand might've come off but the ball went into the",1,False,0.0,115.0,24,4,152,24.666666666666668,4.662162162162162,50,252,137.0,25.33333333333333,5.407894736842105,False,2,8,ooh rohit trouble lbw caught midwicket play tried sweep full ball well front body early bottom hand mightve come ball went,Good ball
153,24.5,Ravindra,Rohit Sharma,0.0,"Full around fourth, defended to the bowler's left. 93ks",1,False,0.0,115.0,24,5,153,24.83333333333333,4.630872483221477,50,252,137.0,25.166666666666668,5.443708609271523,False,2,8,full around fourth defended bowler left 93ks,Good ball
154,24.6,Ravindra,Rohit Sharma,0.0,"Fullish length ball on the pads, clipped to midwicket",1,False,0.0,115.0,24,6,154,25.0,4.6,50,252,137.0,25.0,5.48,False,2,8,fullish length ball pad clipped midwicket,Full ball
155,25.1,Michael Bracewell,Shreyas Iyer,0.0,"Taken? No, it doesn't carry back to the bowler. Bracewell reached and fell forward but got half-volleyed. Was a length ball that landed around off and spun in sharply. Shreyas was going square on seamlessly but realised midway into the shot that he didn't account for the turn or the slowness. Got a leading edge that lobbed, but luckily for him the lack of power worked for him in the end",1,False,0.0,115.0,25,1,155,25.166666666666668,4.569536423841059,50,252,137.0,24.83333333333333,5.516778523489934,False,2,8,taken doesnt carry back bowler bracewell reached fell forward got halfvolleyed length ball landed around spun sharply shreyas going square seamlessly realised midway shot didnt account turn slowness got leading edge lobbed luckily lack power worked end,Good ball
156,25.2,Michael Bracewell,Shreyas Iyer,0.0,"Full at the stumps, worked back to the bowler",1,False,0.0,115.0,25,2,156,25.33333333333333,4.539473684210527,50,252,137.0,24.666666666666668,5.5540540540540535,False,2,8,full stump worked back bowler,Good ball
157,25.3,Michael Bracewell,Shreyas Iyer,0.0,Driven off the back foot to mid-off,1,False,0.0,115.0,25,3,157,25.5,4.509803921568627,50,252,137.0,24.5,5.591836734693878,False,2,8,driven back foot midoff,Full ball
158,25.4,Michael Bracewell,Shreyas Iyer,0.0,"Full on fourth, defended to cover. 91ks",1,False,0.0,115.0,25,4,158,25.666666666666668,4.48051948051948,50,252,137.0,24.33333333333333,5.63013698630137,False,2,8,full fourth defended cover 91ks,Good ball
159,25.5,Michael Bracewell,Shreyas Iyer,0.0,"Full on fourth, 89ks, worked to midwicket",1,False,0.0,115.0,25,5,159,25.83333333333333,4.451612903225807,50,252,137.0,24.166666666666668,5.668965517241379,False,2,8,full fourth 89ks worked midwicket,Full ball
160,25.6,Michael Bracewell,Shreyas Iyer,0.0,"Full on fourth, worked to the bowler's right",1,False,0.0,115.0,25,6,160,26.0,4.423076923076923,50,252,137.0,24.0,5.708333333333333,False,2,8,full fourth worked bowler right,Good ball
161,26.1,Ravindra,Rohit Sharma,-1.0,"The Squeeze. IS. ON! In fact, NZ have squeezed water out of stone. Rohit dances down and gets stumped! Huge moment, he waslks back with his head down for most of the way back. Applause from the crowd but NZ are well in the game now. First ball of the over, Rohit looked to manufacture a boundary. Was a shortish ball outside off that spun away, was a pre-meditated shot from Rohit. He charged down and tried to slap it over cover",1,False,-1.0,114.0,26,1,161,26.166666666666668,4.356687898089172,50,252,138.0,23.83333333333333,5.790209790209791,True,3,7,squeeze fact nz squeezed water stone rohit dance get stumped huge moment waslks back head way back applause crowd nz well game first ball rohit looked manufacture boundary shortish ball outside spun away premeditated shot rohit charged tried slap cover,Good ball
162,26.2,Ravindra,Axar Patel,0.0,"Sharp spin in, from a shortish length, punched off the back foot to midwicket",1,False,0.0,114.0,26,2,162,26.33333333333333,4.329113924050633,50,252,138.0,23.666666666666668,5.830985915492957,False,3,7,sharp spin shortish length punched back foot midwicket,Good ball
163,26.3,Ravindra,Axar Patel,0.0,"Full outside off, driven to cover",1,False,0.0,114.0,26,3,163,26.5,4.30188679245283,50,252,138.0,23.5,5.872340425531915,False,3,7,full outside driven cover,Good ball
164,26.4,Ravindra,Axar Patel,0.0,"Full outside off, driven to cover",1,False,0.0,114.0,26,4,164,26.666666666666668,4.275,50,252,138.0,23.33333333333333,5.914285714285715,False,3,7,full outside driven cover,Good ball
165,26.5,Ravindra,Axar Patel,0.0,Shortish ball bounces extra and beats the cut and hits him on the thigh pad,1,False,0.0,114.0,26,5,165,26.83333333333333,4.248447204968945,50,252,138.0,23.166666666666668,5.9568345323741,False,3,7,shortish ball bounce extra beat cut hit thigh pad,Good ball
166,26.6,Ravindra,Axar Patel,0.0,Goes back and punches the length ball on off to mid-off,1,False,0.0,114.0,26,6,166,27.0,4.222222222222222,50,252,138.0,23.0,6.0,False,3,7,go back punch length ball midoff,Good ball
167,27.1,Michael Bracewell,Shreyas Iyer,0.0,"Full on fifth, defended to point. 88ks.",1,False,0.0,114.0,27,1,167,27.166666666666668,4.196319018404908,50,252,138.0,22.83333333333333,6.043795620437956,False,3,7,full fifth defended point 88ks,Good ball
168,27.2,Michael Bracewell,Shreyas Iyer,0.0,"Dances down, gets to the pitch and works it back to the bowler",1,False,0.0,114.0,27,2,168,27.33333333333333,4.170731707317073,50,252,138.0,22.666666666666668,6.088235294117647,False,3,7,dance get pitch work back bowler,Good ball
169,27.3,Michael Bracewell,Shreyas Iyer,6.0,"Young tries to take a blinder, has to throw the ball back though. Has he stepped on the cushion though? Yes, replays show. He moved to the right, was facing right too and tried to take it above head. took it with both hands but one of the feet landed too quickly. Was a length ball to which Shreyas danced down and flicked with a full follow-through",1,False,6.0,120.0,27,3,169,27.5,4.363636363636363,50,252,132.0,22.5,5.866666666666666,False,3,7,young try take blinder throw ball back though stepped cushion though yes replay show moved right facing right tried take head took hand one foot landed quickly length ball shreyas danced flicked full followthrough,Good ball
170,27.4,Michael Bracewell,Shreyas Iyer,0.0,"Length down leg, flicked off the back foot with the spin",1,False,0.0,120.0,27,4,170,27.666666666666668,4.337349397590361,50,252,132.0,22.33333333333333,5.91044776119403,False,3,7,length leg flicked back foot spin,Good ball
171,27.5,Michael Bracewell,Shreyas Iyer,0.0,"Full on fifth, 90ks, punched to cover",1,False,0.0,120.0,27,5,171,27.83333333333333,4.311377245508982,50,252,132.0,22.166666666666668,5.954887218045113,False,3,7,full fifth 90ks punched cover,Good ball
172,27.6,Michael Bracewell,Shreyas Iyer,0.0,"Full on fifth, 89ks, defended to point",1,False,0.0,120.0,27,6,172,28.0,4.285714285714286,50,252,132.0,22.0,6.0,False,3,7,full fifth 89ks defended point,Good ball
173,28.1,Phillips,Axar Patel,1.0,"Full around off, worked to long-on",1,False,1.0,121.0,28,1,173,28.166666666666668,4.295857988165681,50,252,131.0,21.83333333333333,6.0,False,3,7,full around worked longon,Good ball
174,28.2,Phillips,Shreyas Iyer,2.0,"Bad misfield at short third by O'Rourke, Run-out chance? Axar was three-fourth of the way down but the throw never comes. Young twisted his ankle as he turned which let Shreyas off the hook. Was a length ball outside off that Shreyas tried driving through cover.",1,False,2.0,123.0,28,2,174,28.33333333333333,4.341176470588236,50,252,129.0,21.666666666666668,5.953846153846153,False,3,7,bad misfield short third orourke runout chance axar threefourth way throw never come young twisted ankle turned let shreyas hook length ball outside shreyas tried driving cover,Good ball
175,28.3,Phillips,Shreyas Iyer,0.0,"Length at the stumps, worked to midwicket. 90ks",1,False,0.0,123.0,28,3,175,28.5,4.315789473684211,50,252,129.0,21.5,6.0,False,3,7,length stump worked midwicket 90ks,Good ball
176,28.4,Phillips,Shreyas Iyer,1.0,Shovel pulls a length ball down leg to deep fine leg. Might've been a touch late on it,1,False,1.0,124.0,28,4,176,28.666666666666668,4.325581395348837,50,252,128.0,21.33333333333333,6.0,False,3,7,shovel pull length ball leg deep fine leg mightve touch late,Good ball
177,28.5,Phillips,Axar Patel,0.0,"Length on fourth, driven from the crease to cover",1,False,0.0,124.0,28,5,177,28.83333333333333,4.300578034682081,50,252,128.0,21.166666666666668,6.047244094488189,False,3,7,length fourth driven crease cover,Good ball
178,28.6,Phillips,Axar Patel,1.0,"Phillips boling to Axar like Axar bowled to him earlier in the evening. 89ks, flat on leg stump, punched to long-on",1,False,1.0,125.0,28,6,178,29.0,4.310344827586207,50,252,127.0,21.0,6.047619047619048,False,3,7,phillips boling axar like axar bowled earlier evening 89ks flat leg stump punched longon,Full ball
179,29.1,Michael Bracewell,Axar Patel,0.0,Single stopped with a dive to the right at mid-on.,1,False,0.0,125.0,29,1,179,29.166666666666668,4.285714285714286,50,252,127.0,20.83333333333333,6.096,False,3,7,single stopped dive right midon,Good ball
180,29.2,Michael Bracewell,Axar Patel,0.0,"Full on middle, defended to the bowler",1,False,0.0,125.0,29,2,180,29.33333333333333,4.261363636363637,50,252,127.0,20.666666666666668,6.14516129032258,False,3,7,full middle defended bowler,Good ball
181,29.3,Michael Bracewell,Axar Patel,1.0,"Goes back and punches it to long-on. Length on middle and off, Axar moved leg side and got the front leg in the air which made even more room",1,False,1.0,126.0,29,3,181,29.5,4.271186440677966,50,252,126.0,20.5,6.146341463414634,False,3,7,go back punch longon length middle axar moved leg side got front leg air made even room,Good ball
182,29.4,Michael Bracewell,Shreyas Iyer,1.0,"Full down leg, 88ks, glanced to short fine leg",1,False,1.0,127.0,29,4,182,29.666666666666668,4.280898876404494,50,252,125.0,20.33333333333333,6.147540983606557,False,3,7,full leg 88ks glanced short fine leg,Full ball
183,29.5,Michael Bracewell,Axar Patel,0.0,"Fullish on leg, defended to the bowler's left. 88ks.",1,False,0.0,127.0,29,5,183,29.83333333333333,4.256983240223464,50,252,125.0,20.166666666666668,6.198347107438016,False,3,7,fullish leg defended bowler left 88ks,Full ball
184,29.6,Michael Bracewell,Axar Patel,1.0,"Full on off, 82ks, driven to long-off",1,False,1.0,128.0,29,6,184,30.0,4.266666666666667,50,252,124.0,20.0,6.2,False,3,7,full 82ks driven longoff,Full ball
